City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review,Negative Review Translated,sentiment classification
Luxor,Hilton Luxor Resort Spa,Celine,Australia,3 nights   ,February 2025,Family,GUESTROOM KING BED,Reviewed: 5 February 2025,really enjoyed stay staff amazing particular rehman upon check ended upgrading room one better view nile regret view spectacular especially sunset room clean comfortable issue tv screen mirror using apple devices must android phone outdoor area pools great particular really liked infinity pool quieter great sunset view plenty space sit around pool hammocks comfortable nap staff around pool really attentive offering plenty towels food great restaurant pricing decent spa amazing got room overlooking nile massages great spa facilities sauna also really nice extra days luxor ended booking tours tour company within hotel staff amazing helpful tour guides also knowledge particular naina amazing explained everything much detail impressed hilton luxor,nothing,Nothing.,1
Luxor,Hilton Luxor Resort Spa,Roksana,Poland,3 nights   ,February 2025,Couple,GUESTROOM KING BED,Reviewed: 3 February 2025,location overall quality hotel nice clean spacious enjoyed outdoors lot nice pool infinity pool spa area staff kind helpful attentive ordered caramel frappucino got watery nice coffee man came later saying bar manager asked find food beverage honest said disappointed iced coffee apologized said make one way whipped cream actual caramel great highly appreciated many amazing people made stay great disappointments price though list,rooms seriously past usage date mean star hotel price look used dirty similar rooms used rent thailand night clean used dirty walls doors mirrors corners rust shower head literally fell apart hands showering regret taking picture put together somehow worked happened big shame food would say also ok breakfast well ok terms taste freshness another point spa insanely overpriced extremely mediocre hugely disappointed massage checked phone massaging probably time found unprofessional never happened hotels massage great anything special ok boyfriend could almost way expecting something amazing well seeing awards place leave honest review since say staff asked treatment boyfriend next gifted massage said good want feel bad something nice recommend,"The rooms are seriously past their usage date and by that I mean for a 5 star hotel and such price they shouldn’t look so used, dirty and similar to rooms I used to rent in Thailand for 20$ a night. They were clean but very used, dirty walls, doors, mirrors, corners, rust and shower head literally fell apart in my hands while I was showering, I regret not taking a picture of it. I put it together somehow and it worked but it shouldn’t have happened and that’s a big shame. Food I would say was also just ok, breakfast as well just ok, in terms of taste and freshness. Another point is SPA. Insanely overpriced and extremely mediocre, I was hugely disappointed with my massage (she checked her phone while massaging, probably for the time but I found it unprofessional and never happened to me in other hotels) and massage itself was not so great, not anything special it was just ok, my boyfriend could do the same but for almost 200$ it shouldn’t be that way. I was expecting something amazing as well for seeing all those awards all over the place. I will leave my honest review here since I didn’t say that to the staff when asked how was my treatment, my boyfriend was next to me and he gifted me this massage so i said it was good because I didn’t want him to feel bad for doing something nice for me. I do not recommend.",-1
Luxor,Hilton Luxor Resort Spa,Chirag,United Kingdom,4 nights   ,February 2025,Couple,Guestroom Partial Nile Twin,Reviewed: 1 February 2025,excellent hotel stunning location beside nile staff exceptional,,,-1
Luxor,Hilton Luxor Resort Spa,Megan,Ireland,3 nights   ,January 2025,Couple,GUESTROOM KING BED,Reviewed: 1 February 2025,recently stayed stunning hotel luxor along nile staff kitchen restaurant amazing delivering exceptional service delicious meals made us feel welcome helped us make vlogs super personal beautiful spa top notch facilities including well equipped gym inviting swimming pool made stay incredibly relaxing highly recommended luxurious rejuvenating escape follow us youtube instagram see finandmeg,fault one thing massages outrageously expensive missed,Couldn’t fault one thing other then the massages being outrageously expensive so we missed out on that!,-1
Luxor,Hilton Luxor Resort Spa,Heloise,United States,3 nights   ,January 2025,Group,GUESTROOM KING BED,Reviewed: 31 January 2025,view breakfast,rooms outdated,The rooms are outdated,-1
Luxor,Hilton Luxor Resort Spa,Mohd,Malaysia,3 nights   ,January 2025,Couple,Guestroom Nile View King,Reviewed: 31 January 2025,beautifully located nile excellent facilities sauna superb staff kind resort style relaxing spectacular sunset views,byo dental care,BYO dental care.,-1
Luxor,Hilton Luxor Resort Spa,Μαρία,Greece,2 nights   ,January 2025,Group,Family King Room with Connected Twin,Reviewed: 23 January 2025,breakfast amazing stuff kind helpful fateer house restaurant incredible infinity pool marvelous amazing spa great location magical enjoyed stay would definitely return back,food restaurants mediocre bad quality ok problem general egypt edible,Food at the restaurants was mediocre and of bad quality but ok that's the problem in general in egypt. It was edible.,-1
Luxor,Hilton Luxor Resort Spa,Paul,France,2 nights   ,January 2025,Couple,GUESTROOM KING BED,Reviewed: 17 January 2025,good breakfast good swimming pool great view,spa option accessible rooms bit noisy well isolated corridors,"Spa is an option and not accessible
Rooms are a bit noisy, not well isolated from the corridors",-1
Luxor,Hilton Luxor Resort Spa,Mekhled,Kuwait,2 nights   ,December 2024,Group,GUESTROOM KING BED,Reviewed: 27 December 2024,overall space amazing entertainment engaging fun staff catered every need treated family nd day,hotel hallways loud noisy,Hotel hallways were loud and noisy,-1
Luxor,Jewel Howard Carter Hotel,Rafaela,Croatia,2 nights   ,October 2024,Couple,Deluxe Double Room with Balcony,Reviewed: 18 October 2024,interesting place perfectly clean perfect organic food hotel gardens served fresh table guests arrive personnel kind,negative feedback,No Negative Feedback,1
Luxor,Jewel Howard Carter Hotel,Hua,Hong Kong,1 night   ,February 2025,Group,Deluxe Double or Twin Room with Pool View,Reviewed: 6 February 2025,nice staff kind quiet place book similar hotel cairo service terrible hotel amazing,negative feedback,No Negative Feedback,1
Luxor,Jewel Howard Carter Hotel,Karel,Czech Republic,2 nights   ,February 2025,Family,Superior Suite,Reviewed: 6 February 2025,good place hotel personnel mr said helpful time,negative feedback,No Negative Feedback,1
Luxor,Jewel Howard Carter Hotel,Stefan,Sweden,2 nights   ,February 2025,Couple,Deluxe Double Room,Reviewed: 4 February 2025,true gem jewel nile bit harder get west bank arrived east bank place worth trip area feels bit rural arrive oasis unfolds organic garden staff happy show amazing restaurant patio service amazing personnel high comfort attention details hear birds honking boats nile instead traffic east bank manager said organise private guide luxor sights dialogue nice even told said would give team rating good wifi areas another plus,issue lighting bathroom weak bit dark,Only issue was that lighting in our bathroom was weak. It was a bit dark.,-1
Luxor,Jewel Howard Carter Hotel,Victoria,United States,1 night   ,February 2025,Family,Junior Suite with Balcony,Reviewed: 3 February 2025,needed room hours waiting flight family already staying hotel manager accommodating gave us family suite instead regular room booked could rest shower food great restaurant fresh vegetables hotel garden manager also arranged airport transportation worry anything,negative feedback,No Negative Feedback,1
Luxor,Jewel Howard Carter Hotel,Gary,United Kingdom,7 nights   ,December 2024,Solo traveller,Deluxe Double Room,Reviewed: 2 February 2025,breakfast good long walk river crossing enjoyed walk,negative feedback,No Negative Feedback,1
Luxor,Jewel Howard Carter Hotel,Marleen,Belgium,1 night   ,January 2025,Couple,Deluxe Double Room,Reviewed: 26 January 2025,everything cleanliness views roof delicious breakfast friendly staff location,everything super nice,Everything was super nice.,-1
Luxor,Jewel Howard Carter Hotel,Laura,Spain,2 nights   ,January 2025,Couple,Deluxe Suite,Reviewed: 24 January 2025,stayed amazing hotel west bank truly fantastic experience hotel boasts great pool service exceptional staff boss incredibly welcoming also great restaurant menu affordable quantity food delicious highly recommend hotel,negative feedback,No Negative Feedback,1
Luxor,Jewel Howard Carter Hotel,Saeed,United Kingdom,3 nights   ,January 2025,Solo traveller,Deluxe Single Room,Reviewed: 20 January 2025,great view nile nicely set eating areas attentive helpful friendly staff always ready help food choice varied well presented using produce grown gardens reasonably priced reliable excursions available took really enjoyed,helped hotel west bank nile set remote location transport difficult reach nothing within walking distance,It can't be helped but the hotel is on the West bank of the Nile and set in a remote location where transport is difficult to reach. Nothing is within walking distance.,-1
Luxor,Jewel Howard Carter Hotel,Juliet,United Kingdom,2 nights   ,December 2024,Couple,Superior Double Room,Reviewed: 14 January 2025,spacious rooms good en suite lovely pool beautiful view great food extremely pleasant staff,nothing,Nothing,1
